サーバーの冗長性を確保するために使用される方法の一つは（　）です。,クラスタリング,フォールトトレランス,ブロードキャスティング,トンネリング,サーバーの冗長性を確保するために使用される方法の一つはクラスタリングです。
サーバールーム内での温度や湿度の管理に使われる装置は（　）である。,エアコンディショナー,UPS,ファイアサプレッションシステム,サーバーラック,サーバールーム内での温度や湿度の管理に使われる装置はエアコンディショナーです。
サーバーのデータを定期的に別の場所に複製することで、災害時にデータを保護する手法は（　）である。,バックアップ,クローン,レプリケーション,エンクリプション,サーバーのデータを定期的に別の場所に複製することで、災害時にデータを保護する手法はバックアップです。
HTTP通信において、一般的に使用されるポート番号は（　）です。,80,21,443,22,HTTP通信において、一般的に使用されるポート番号は80です。
HTTPS通信において、一般的に使用されるポート番号は（　）です。,443,80,21,22,HTTPS通信において、一般的に使用されるポート番号は443です。
FTP通信において、データ転送に使用されるポート番号は（　）です。,20,21,22,80,FTP通信において、データ転送に使用されるポート番号は20です。
SSH通信において、セキュアな接続を行うためのポート番号は（　）です。,22,80,443,21,SSH通信において、セキュアな接続を行うためのポート番号は22です。
メール送受信において、SMTPサーバーが使用するポート番号は（　）です。,587,110,143,443,メール送受信において、SMTPサーバーが使用するポート番号は587です。
ウェブページの構造を定義するための言語は（　）です。,HTML,XHTML,JavaScript,CSS,ウェブページの構造を定義するための言語はHTMLです。
HTML文書で本文を表す要素は（　）です。,body,head,main,article,HTML文書で本文を表す要素はbodyです。
ハイパーリンクを作成するための要素は（　）です。,a,p,link,h1,ハイパーリンクを作成するための要素はaです。
HTMLで番号付きリストを表現するための要素は（　）です。,ol,ul,li,dl,HTMLで番号付きリストを表現するための要素はolです。
HTMLで画像を表示するための要素は（　）です。,img,audio,video,canvas,HTMLで画像を表示するための要素はimgです。
仮想化技術の一種で、複数の仮想マシンを1つの物理マシン上で同時に実行するためのソフトウェアは（　）です。,ハイパーバイザー,KVM,VMware,VirtualBox,仮想化技術の一種で、複数の仮想マシンを1つの物理マシン上で同時に実行するためのソフトウェアはハイパーバイザーです。
仮想マシンのクローンを作成する際、クローン元となる仮想マシンを（　）と呼びます。,テンプレート,オリジナル,ベース,クローンソース,仮想マシンのクローンを作成する際、クローン元となる仮想マシンをテンプレートと呼びます。
仮想化環境で、物理ホストマシンのリソース（CPU、メモリ、ストレージなど）を仮想マシンに動的に割り当てるプロセスは（　）です。,ダイナミックリソース割り当て,スケーリング,リソースプール,自動バランシング,仮想化環境で、物理ホストマシンのリソース（CPU、メモリ、ストレージなど）を仮想マシンに動的に割り当てるプロセスはダイナミックリソース割り当てです。
仮想化環境で、ホストOSとゲストOSの間でリソースの管理や通信を補助する役割を果たすソフトウェアは（　）です。,エージェント,ツール,マネージャ,インタフェース,仮想化環境で、ホストOSとゲストOSの間でリソースの管理や通信を補助する役割を果たすソフトウェアはエージェントです。
仮想化において、物理ホストマシン上で複数の仮想マシンが同時に実行されることを（　）と呼びます。,マルチテナンシー,モノリシック,パラバーチャル,共有リソース,仮想化において、物理ホストマシン上で複数の仮想マシンが同時に実行されることをマルチテナンシーと呼びます。
暗号技術において、情報を変換することなく安全に転送するために使用される手法は（　）です。,暗号化,複合化,ハッシュ,署名,暗号技術において、情報を変換することなく安全に転送するために使用される手法は暗号化です。
パスワードを保護するために、実際のパスワードとランダムなデータを組み合わせて計算される値を保存する方式は（　）です。,ソルト,ハッシュ関数,シンメトリックキー,非対称キー,パスワードを保護するために、実際のパスワードとランダムなデータを組み合わせて計算される値を保存する方式はソルトです。
暗号学において、同じ鍵を使用して情報を暗号化および復号化する方式は（　）です。,シンメトリックキー暗号,非対称キー暗号,ハッシュ関数,公開鍵基盤,暗号学において、同じ鍵を使用して情報を暗号化および復号化する方式はシンメトリックキー暗号です。
暗号技術において、公開鍵と秘密鍵の組み合わせを使用する方式は（　）です。,非対称キー暗号,シンメトリックキー暗号,ハッシュ関数,デジタル署名,暗号技術において、公開鍵と秘密鍵の組み合わせを使用する方式は非対称キー暗号です。
暗号技術において、デジタル文書に対する送信者の確認や改ざんの検知を可能にする手法は（　）です。,デジタル署名,公開鍵基盤,ハッシュ関数,シンメトリックキー,暗号技術において、デジタル文書に対する送信者の確認や改ざんの検知を可能にする手法はデジタル署名です。
マルウェアの一種で、他のプログラムに偽装してユーザーに感染を広げるものは（　）です。,トロイの木馬,ワーム,スパイウェア,ルートキット,マルウェアの一種で、他のプログラムに偽装してユーザーに感染を広げるものはトロイの木馬です。
マルウェアが感染したコンピュータを制御し、攻撃者に対して操作権限を与えるために使用される手法は（　）です。,バックドア,ランサムウェア,スパイウェア,ワーム,マルウェアが感染したコンピュータを制御し、攻撃者に対して操作権限を与えるために使用される手法はバックドアです。
マルウェアに感染することで、ユーザーの操作を記録し、個人情報や機密情報を盗み取るものは（　）です。,キーロガー,ワーム,トロイの木馬,スパイウェア,マルウェアに感染することで、ユーザーの操作を記録し、個人情報や機密情報を盗み取るものはキーロガーです。
マルウェアが感染したコンピュータのファイルを暗号化し、復元と引き換えに身代金を要求してくるものは（　）です。,ランサムウェア,スパイウェア,ワーム,トロイの木馬,マルウェアが感染したコンピュータのファイルを暗号化し、復元と引き換えに身代金を要求してくるものはランサムウェアです。
マルウェア対策ソフトウェアが、特定のマルウェアのシグネチャを使用して検出・削除する手法は（　）です。,シグネチャベース,ヒューリスティックス,フィッシング対策,ゼロデイ攻撃,マルウェア対策ソフトウェアが、特定のマルウェアのシグネチャを使用して検出・削除する手法はシグネチャベースです。
