ディープラーニングにおいて、活性化関数によってデータ全体の分布が偏ってしまい、勾配消失問題を引き起こす可能性がある。この問題に対処するための手法は（　）である。,バッチ正規化,標準化,重みの初期化,ドロップアウト,活性化関数によってデータの分布が偏る問題に対処する手法として、各層において活性化関数をかける前に伝播してきたデータを正規化するバッチ正規化が利用されます。
データの正規化において、各特徴量を0~1の範囲に変換する処理を何と呼ぶか？,最小-最大スケーリング,標準化,ドロップアウト,バッチ正規化,各特徴量を0~1の範囲に変換する処理は最小-最大スケーリングと呼ばれます。
ディープラーニングにおいて、シグモイド関数に対してはXavierの初期値、ReLU関数に対してはHeの初期値が効果的である。これは何の初期値の設定に関する話か？,重みの初期化,データの正規化,学習率の設定,バイアスの初期化,ディープラーニングでは重みの初期値の設定が重要であり、シグモイド関数にはXavierの初期値、ReLU関数にはHeの初期値がよいとされています。
ドロップアウトは何を行う手法か？,ランダムにニューロンをドロップアウトさせる,ニューロンを追加する,活性化関数を変更する,学習率を変更する,ドロップアウトは学習の際にランダムにニューロンをドロップアウトさせ、異なる形のネットワークで学習を行います。
バッチ正規化は各層において活性化関数をかける前に伝播してきたデータを何にする処理を行うか？,標準化する,ランダムにドロップアウトする,正規化する,重みの初期化する,バッチ正規化は各層において活性化関数をかける前に伝播してきたデータを標準化する処理を行います。
ディープラーニングにおいて、勾配消失問題を引き起こす可能性がある。これに対処するために初期値を工夫するアプローチは（　）である。,重みの初期化,データの正規化,ドロップアウト,活性化関数の変更,勾配消失問題に対処するためには、重みの初期値を工夫するアプローチが有効です。
ディープニューラルネットワークにおいて、各層に伝わっていくデータの分布が重要であり、そのために重みの初期値を工夫するアプローチが（　）である。,バッチ正規化,データの正規化,活性化関数の変更,ドロップアウト,ディープニューラルネットワークにおいて、各層に伝わっていくデータの分布を重視するために、重みの初期値を工夫するアプローチとしてバッチ正規化が利用されます。
オーバーフィッティングを回避するために、学習が進んでいく過程でテストデータに対する誤差が大きくなり始めたら学習を停止する手法は（　）である。,Early stopping,バッチ正規化,データの正規化,ドロップアウト,オーバーフィッティングを回避するためには、テストデータに対する誤差が増加し始めたら学習をストップする手法がEarly stoppingです。
畳み込みニューラルネットワーク（CNN）の基本形で、画像データをそのまま2次元で入力に使用できるモデルは何でしょうか？,ネオコグニトロン,マルチレイヤーパーセプトロン,リカレントニューラルネットワーク,グローバルアベレージプーリング,ネオコグニトロンは画像をそのまま2次元で入力に使用できるモデルです。
CNNの畳み込み操作において、画像から特徴を抽出するために使用されるフィルタは何と呼ばれますか？,カーネル,ポーリング,グリッド,マトリクス,畳み込み操作においては、画像から特徴を抽出するためにカーネルと呼ばれるフィルタが使用されます。
畳み込みニューラルネットワークにおいて、プーリングにより画像サイズを決まったルールによって小さくする処理は何と呼ばれますか？,ダウンサンプリング,フィルタリング,サブサンプリング,ダウンリダクション,プーリングにより画像サイズを決まったルールによって小さくする処理はダウンサンプリングとも呼ばれます。
畳み込みニューラルネットワーク（CNN）において、層を深くしても学習が進まなくなる問題を解決するために導入された「層を飛び越えた結合」は何と呼ばれますか？,スキップコネクション,インセプション,ファインチューニング,リバースコネクション,スキップコネクションは「層を飛び越えた結合」を導入したネットワークで、学習が進みやすくなります。
畳み込みニューラルネットワーク（CNN）において、学習済みのネットワークを利用して新しいタスクの識別に活用する手法は何と呼ばれますか？,転移学習,転職学習,転身学習,転送学習,学習済みのネットワークを新しいタスクに適用する手法は転移学習と呼ばれます。
CNNにおいて、データ拡張（data augmentation）は何を目的として行われるのでしょうか？,画像の水増し,計算量の削減,特徴の抽出,重みの最適化,データ拡張は手元にあるデータから疑似的に別のデータを生成し、画像の水増しを行うための手法です。
LeNetモデルにおいて、S細胞層が畳み込み層に、C細胞層がプーリング層にそれぞれ対応しています。このモデルは何年に考案されましたか？,1982年,1970年,1998年,2005年,LeNetモデルは1982年にヤン・ルカンによって考案されました。
CNNの発展形として、層を深くしていくアプローチが取られているモデルにはどれが含まれますか？,ResNet,VGG,AlexNet,LeNet,CNNの発展形として、層を深くしていくアプローチが取られているモデルにはResNetが含まれます。
CNNにおいて、画像認識において高い精度を得るために、畳み込み層とプーリング層を深くしていくアプローチが取られています。その中で、GoogleNetで導入された構造は何ですか？,インセプションモジュール,エクステンションモジュール,リアクションモジュール,ディメンションモジュール,GoogleNetでは畳み込みとプーリングの繰り返しに効果的なインセプションモジュールが導入されています。
畳み込みニューラルネットワーク（CNN）において、特徴マップの作成に利用される操作は何ですか？,畳み込み,プーリング,活性化関数,正規化,特徴マップの作成に利用される操作は畳み込みです。
畳み込みニューラルネットワークにおいて、特徴マップの中の数字を調整することで、画像から得られる特徴が変わる操作は何ですか？,畳み込み,プーリング,活性化関数の選択,正規化,畳み込みニューラルネットワークにおいて、特徴マップの中の数字を調整することで画像から得られる特徴が変わるのは畳み込み操作です。
深層強化学習で使用される報酬を最大化する仕組みは何と呼ばれている？,強化学習,教師あり,教師なし,モンテカルロ法,深層強化学習で使用される報酬を最大化する仕組みは「強化学習」です。
深層生成モデルの一つで、エンコーダが統計分布に変換し、デコーダがそれを元データに復元するモデルは何？,VAE,GAN,CNN,DQN,変分オートエンコーダ（VAE）はこのようなモデルの一例です。
GANの構成要素の一つで、画像を生成するネットワークは何と呼ばれている？,ジェネレータ,ディスクリミネータ,エンコーダ,デコーダ,ジェネレータはGANの構成要素であり、画像を生成します。
深層生成モデルにおいて、教師あり学習のタスクは主に何と呼ばれる？,識別モデル,生成モデル,強化学習モデル,オートエンコーダ,教師あり学習のタスクは主に「識別モデル」です。
LSTMの問題点として知られている、誤差を逆伝播する際に勾配が消失してしまう現象は何と呼ばれている？,勾配消失問題,過学習問題,学習率問題,重み衝突問題,LSTMの問題点として知られているのは「勾配消失問題」です。
深層生成モデルで、データそのものを生成するタスクに応用されるモデルは何と呼ばれている？,生成モデル,識別モデル,強化学習モデル,オートエンコーダ,データそのものを生成するタスクに応用されるのは「生成モデル」です。
強化学習の探索において、モンテカルロ法とは何のために利用される？,探索手法,報酬評価,状態表現,学習率調整,モンテカルロ法は強化学習の探索において「探索手法」のために利用されます。
GANのジェネレータの学習目的は？,偽物画像生成,本物画像生成,データ生成,教師データ学習,ジェネレータは偽物画像生成が目的です。
深層生成モデルで、オートエンコーダを応用したモデルの一つは何と呼ばれている？,VAE,DCGAN,GRU,LSTM,オートエンコーダを応用したモデルの一つは「VAE」です。
RNNの隠れ層の役割は？,特徴抜き出し,時間軸平坦化,畳み込み,ノイズ追加,RNNの隠れ層は、入力データの時間的なパターンや特徴を抜き出す役割があります。この層は過去の情報を保持し、次のステップに重要な情報を渡します。
LSTMのセルの役割は？,勾配消失防止,重要情報保持,パラメータ最適化,時系列平坦化,LSTMのセルは、勾配消失問題を解決し、長期的な依存関係を学習するために設計されています。セルは、過去の情報を保持し、不要な情報を忘れることで、重要な情報を保持します。
Bidirectional RNNは何を学習する？,過去と未来の情報,過去の情報のみ,未来の情報のみ,ランダム情報,Bidirectional RNNは、過去と未来の両方の情報を学習します。これにより、入力データのコンテキストをより豊かに捉えることができます。
RNN Encoder-Decoderモデルのエンコーダは何を処理する？,入力データ処理,出力データ処理,過去情報処理,未来情報処理,RNN Encoder-Decoderモデルのエンコーダは、入力データを処理し、その中から重要な情報や特徴を抽出します。これが後のデコーダによる変換や生成の基礎となります。
Attention機構の目的は何か？,時間の重み組み込み,ランダム情報組み込み,過去情報を捨て去る,未来情報予測,Attention機構の目的は、入力の各部分に異なる重みを割り当て、モデルが重要な情報に焦点を当てるのに役立ちます。これにより、モデルはより効果的に入力データに対処できます。
深層強化学習の目的は何か？,報酬最大化の行動学習,報酬最小化の行動学習,損失最小化の行動学習,正確さ最大化の行動学習,深層強化学習の目的は、報酬を最大化するための適切な行動を学習することです。これにより、エージェントは環境との相互作用から良い方策を見つけ出します。
Monte Carlo法は深層強化学習において何に利用されるか？,探索手法,最適な方策探索,ネットワーク重み最適化,ランダムデータ生成,Monte Carlo法は深層強化学習において探索手法として利用されます。これにより、エージェントは新しい状態や行動を試し、より良い方策を見つけ出せます。
深層生成モデルの代表的な手法は何か？,GAN,CNN,RNN,LSTM,深層生成モデルの代表的な手法はGAN（Generative Adversarial Network）とVAE（Variational Autoencoder）です。これらは異なるアプローチで生成モデルを設計しています。
Dropoutはニューラルネットワークでどのように機能するか？,過学習防止,勾配爆発抑制,収束加速,特徴増強,Dropoutはニューラルネットワークにおいて過学習を防止するために使用されます。ランダムにノードを無効にし、ネットワーク全体で情報の過剰な依存を防ぎます。
畳み込みニューラルネットワーク（CNN）の主な特徴は何か？,局所受容と重み共有,長期短期記憶,多層パーセプトロン,強化学習,畳み込みニューラルネットワーク（CNN）の主な特徴は、局所受容と重み共有です。これにより、画像の局所的な特徴を捉え、重み共有によってパラメータ数を削減します。
敵対的生成ネットワーク（GAN）の構造は何か？,ジェネレータとディスクリミネータ,エンコーダとデコーダ,入力層と出力層,隠れ層と出力層,敵対的生成ネットワーク（GAN）の構造はジェネレータとディスクリミネータから成り立っています。ジェネレータは本物のデータに似たデータを生成し、ディスクリミネータはそれが本物か偽物かを判別します。
強化学習における報酬の役割は？,学習目的,ネットワーク重み,状態表現,行動決定,強化学習における報酬の役割は学習目的を定義することです。エージェントは報酬を最大化するように学習し、良い方策を見つけ出します。
Word2Vecの学習手法は何か？,教師なし学習,教師あり学習,強化学習,クラス分類,Word2Vecの学習手法は教師なし学習です。大量のテキストデータから単語の分散表現を学習し、類似した意味を持つ単語を近いベクトルに配置します。
転移学習の主なアプローチは何か？,事前学習モデルの利用,ランダムな重み初期化,教師データの増加,ハイパーパラメータの調整,転移学習の主なアプローチは事前学習モデルの利用です。事前に大規模なデータセットで学習されたモデルを、新しいタスクに適用して学習を加速させます。
教師あり学習と教師なし学習の違いは何か？,ラベルの有無,モデルの複雑さ,学習速度,データの量,教師あり学習と教師なし学習の違いは、ラベルの有無です。教師あり学習ではラベルが与えられ、モデルは入力と出力の対応を学習します。一方、教師なし学習ではラベルがなく、モデルはデータの構造やパターンを学習します。
K-meansクラスタリングの手順は何か？,クラスタ中心の更新,ハイパーパラメータの最適化,損失関数の最小化,特徴量の選択,K-meansクラスタリングの手順はクラスタ中心の更新と再割り当てです。クラスタ中心をデータの平均に更新し、各データポイントを最も近いクラスタに割り当てます。
決定木モデルの特徴は何か？,分岐と葉ノード,エポックとイテレーション,潜在変数と観測変数,シグモイド関数とソフトマックス関数,決定木モデルの特徴は分岐と葉ノードです。データの特徴に基づいて分岐し、葉ノードで予測を行います。
RNN（Recurrent Neural Network）の主な用途は何か？,時系列データ処理,画像認識,音声合成,クラス分類,RNN（Recurrent Neural Network）の主な用途は時系列データ処理です。過去の情報を保持して新しい情報に適応しやすい構造を持ち、音声、テキスト、株価などの時系列データに利用されます。
サポートベクタープライミング（SVM）の目的は何か？,決定境界を見つける,特徴量の選択,クラス分類の確率最大化,ノイズの削減,SVMの目的は最適な決定境界を見つけ、異なるクラスを最大限に区切ることです。サポートベクターと呼ばれるデータポイントが決定境界の位置を決定します。
過学習を防ぐための手法は何か？,ドロップアウト,学習率の増加,層の追加,ノードの増加,過学習を防ぐための手法としてはドロップアウトがあります。ドロップアウトはランダムにノードを無効にし、ネットワーク全体で情報の過剰な依存を防ぎます。
損失関数の役割は何か？,モデルの性能評価,重みの最適化,学習率の調整,データの前処理,損失関数の役割はモデルの性能評価です。モデルが予測した結果と実際の目標との差を定量化し、この差を最小化するように学習します。
AlexNetが優勝したコンテストは何でしょうか？,イメージネット画像認識コンテスト,AIチャレンジ,ディープラーニングコンペティション,SVM競技会,2012年、AlexNetはイメージネット画像認識コンテスト(ILSVRC)で優勝しました。
R-CNNは何を行うネットワークでしょうか？,画像中の特定の領域を切り出して認識,画像生成,音声認識,自然言語処理,R-CNNは画像中の特定の領域を切り出して認識する技術です。
Word2vecは何を表現するモデルでしょうか？,単語の意味,文章全体の意味,音声の意味,画像の意味,Word2vecは単語の意味をベクトル空間に表現するモデルです。
WaveNetは何を行うモデルでしょうか？,音声合成と音声認識,画像認識,単語の意味表現,自然言語生成,WaveNetは音声合成と音声認識を行うモデルです。
AlphaGoは何の枠組みで学習を進めたでしょうか？,強化学習,教師あり学習,教師なし学習,半教師あり学習,AlphaGoは強化学習の枠組みを用いて学習を進めました。
AlexNetが間違って分類した画像の問題は何でしょうか？,画像中に複数の対象物が存在する問題,画像がぼやけている問題,画像が暗すぎる問題,画像が小さすぎる問題,AlexNetが間違って分類した画像には、画像中に複数の対象物が存在し、それが教師データとの衝突を引き起こすケースがありました。
Fast RCNNやFaster R-CNNの改良点は何でしょうか？,実時間で入力画像の関連領域の切り出しと認識,画像認識の精度向上,学習時間の短縮,メモリ使用量の削減,Fast RCNNやFaster R-CNNは、実時間で入力画像の関連領域の切り出しと認識が可能になるという改良が行われました。
単語の意味をベクトル空間で表現するモデルは何でしょうか？,Word2vec,Fasttext,ELMo,WaveNet,Word2vecは単語の意味をベクトル空間で表現するモデルです。
WaveNetで合成された音声の評価は何でしょうか？,英語では4.21、中国語では4.08,英語では4.55、中国語では4.21,英語では4.08、中国語では4.55,英語では4.21、中国語では4.55,WaveNetで合成された音声の評価は、英語では4.21、中国語では4.08で、他の2種類の既存手法を上回りました。
AlphaGoが更に強くなるために使用した学習方法は何でしょうか？,セルフプレイ,教師あり学習,教師なし学習,ディープラーニング,AlphaGoは更に強くなるために、過去の名人戦の棋譜を学習するのではなく、ゼロからセルフプレイによる学習を進めました。
YOLOとSSDというモデルが提唱された目的は何でしょうか？,精度と処理速度の向上,メモリ使用量の削減,学習時間の短縮,モデルの複雑さの削減,YOLOとSSDは精度と処理速度の向上を目的に提唱されたモデルです。
セマンティックセグメンテーションの目的は何でしょうか？,領域分割を詳細に行う,画像生成の精度向上,音声認識の精度向上,自然言語処理の精度向上,セマンティックセグメンテーションは、より詳細な領域分割を得ることを目的としたモデルです。
Fasttextは何を改良したモデルでしょうか？,Word2vec,ELMo,WaveNet,R-CNN,FasttextはWord2vecの後継であり、単語の表現に文字符号の情報を含める点で改良されています。
ニューラルチューリングマシン（NTM）のコントローラに何が使われているでしょうか？,LSTM,CNN,RNN,DNN,ニューラルチューリングマシン（NTM）のコントローラにはLSTMが使われています。
AlphaGoが初めて打ち負かした囲碁の世界チャンピオンは誰でしょうか？,李世乭,石田芳夫,依田紀基,坂井秀至,AlphaGoは2016年に囲碁の世界チャンピオンである李世乭を打ち負かし、その強さを世界に示しました。
WaveNetは何を予測することで自然な音声合成が可能となるでしょうか？,音声の生成,音声の高さ,音声の長さ,音声の速度,WaveNetは音声の生成を予測することで、自然な音声合成が可能となります。
WaveNetで合成された音声の評価が他の2種類の既存手法を上回った言語は何でしょうか？,英語と中国語,英語とフランス語,フランス語とスペイン語,スペイン語と中国語,WaveNetで合成された音声の評価は、英語と中国語の両方で他の2種類の既存手法を上回りました。
バウンディングボックスとセマンティックセグメンテーションを組み合わせることで何が期待できるでしょうか？,入力画像では遮蔽物によって隠されて不連続になった物体を同一の物体として認識,画像認識の精度向上,画像生成の精度向上,音声認識の精度向上,バウンディングボックスとセマンティックセグメンテーションを組み合わせることで、入力画像では遮蔽物によって隠されて不連続になった物体を同一の物体として認識することが期待できます。
Fast RCNNやFaster R-CNNが提案された目的は何でしょうか？,実時間で入力画像の関連領域の切り出しと認識,画像認識の精度向上,学習時間の短縮,メモリ使用量の削減,Fast RCNNやFaster R-CNNは、実時間で入力画像の関連領域の切り出しと認識が可能になるという改良が行われました。
画像中の「どこ」に「何」があるかを問う問題を解くために用いられるのはどれでしょうか？,R-CNN,Word2vec,Fasttext,LSTM,R-CNNは画像中の「どこ」に「何」があるかを問う問題を解くために用いられるネットワークです。
単語の意味をベクトルとして表現し、ベクトル間の距離や関係として単語の意味を表現するモデルはどれでしょうか？,Word2vec,Fast RCNN,AlphaGo,R-CNN,Word2vecは単語の意味をベクトルとして表現し、ベクトル間の距離や関係として単語の意味を表現するモデルです。
音声合成と音声認識を行うモデルはどれでしょうか？,WaveNet,AlphaGo,Fasttext,LSTM,WaveNetは音声合成と音声認識を行うモデルです。
チューリングマシンをニューラルネットワークにより実現する試みであるのはどれでしょうか？,Neural Turing Machine (NTM),LSTM,AlphaGo,R-CNN,ニューラルチューリングマシン (NTM) はチューリングマシンをニューラルネットワークにより実現する試みです。
囲碁の状況を判断し、最適な行動を選択する能力を持つのはどれでしょうか？,AlphaGo,R-CNN,LSTM,Word2vec,AlphaGoはゲームの状況を判断し、最適な行動を選択する能力を持っています。
画像認識の際に畳み込みを用いるネットワークはどれでしょうか？,CNN,LSTM,Word2vec,AlphaGo,CNN(Convolutional Neural Network)は画像認識の際に畳み込みを用いるネットワークです。
単語の意味をベクトル空間で表現し、ベクトル間の距離や関係として単語の意味を捉えるモデルはどれでしょうか？,Word2vec,Fast RCNN,AlphaGo,CNN,Word2vecは単語の意味をベクトル空間で表現し、ベクトル間の距離や関係として単語の意味を捉えるモデルです。
音声の生成を予測することで自然な音声合成が可能となるモデルはどれでしょうか？,WaveNet,LSTM,Word2vec,CNN,WaveNetは音声の生成を予測することで自然な音声合成が可能となります。
ディープラーニングとモンテカルロ木探索を組み合わせてゲームの状況を判断し、最適な行動を選択する能力を持つのはどれでしょうか？,AlphaGo,R-CNN,LSTM,Word2vec,AlphaGoはディープラーニングとモンテカルロ木探索を組み合わせてゲームの状況を判断し、最適な行動を選択する能力を持っています。
テキストデータを単語やフレーズの形で解析し、単語やフレーズの出現頻度や位置、並びをもとにテキストデータをベクトル化する手法はどれでしょうか？,BoW (Bag of Words),LSTM,CNN,Word2vec,BoW (Bag of Words)はテキストデータを単語やフレーズの形で解析し、単語やフレーズの出現頻度や位置、並びをもとにテキストデータをベクトル化する手法です。
ものづくり領域における不良品検出のアプローチについて、良品をひたすら学習して不良品を検出する手法はどれか？,良品学習,停止機構,前進センサー,加速度計測,良品をひたすら学習することにより、良品と不良品の差分を検知するアプローチを行っています。
医療領域でのディープラーニング活用事例として、胃がんを検出するための内視鏡画像診断に使用されている技術は何か？,CNN（Convolutional Neural Network）,超音波,MRI,CTスキャン,胃がんを検出する領域において、医師の診断を支援するためにCNNが活用されています。
無人コンビニを実現するために使用されている技術は何か？,自動運転,音声認識,インフラメンテナンス,農業ロボット,无人コンビニの実現には自動運転技術が活用されています。
物流の現場で商品や荷物の種類を効率的に判別するためにディープラーニングが使用されている事例で、具体的な適用先はどれか？,倉庫運用,電力供給,農業,医療診断,物流の現場で商品や荷物の種類を効率的に判別するためには倉庫運用にディープラーニングが活用されています。
オンライン講義サービスにおいて、ユーザーの学習をサポートするためにディープラーニング技術が活用されている領域はどれか？,講義動画内の先生の声,インフラメンテナンス,タクシー需要予想,無人コンビニ検証,オンライン講義サービスにおいては講義動画内の先生の声をディープラーニング技術で分析し、ユーザーの学習をサポートしています。
産業界でのディープラーニングの活用において、画像認識が中心となった領域はどれか？,画像認識,音声認識,医療診断,物流最適化,産業界では画像認識領域を中心とした活用が広がっています。
医療領域でゲノム解析にディープラーニング技術が使用されている事例で、Googleが発表したツールは何か？,DeepVariant,CNN,GAN,Autoencoder,Googleは2017年にゲノム解析ツールのDeepVariantを発表しました。
ディープラーニング技術を用いた個別患者に最適化された医療の提供を目指す領域はどれか？,がん治療,収穫作業,介護サポート,タクシー需要予測,ディープラーニング技術を用いて個々の患者に最適化された医療を提供する取り組みが進められています。
物流の現場で使用されているディープラーニング技術による効率化の例として挙げられるものはどれか？,倉庫運用最適化,タクシー需要予測,レコメンドシステム,がん治療,物流の現場で倉庫運用最適化にディープラーニングが活用されています。
自動運転の技術が実用化されるためには、関連法制度の整備以外にどのような検討が進められているか？,自動運転車両の安全基準,検査工程での異音検知,無人コンビニの実証実験,倉庫運用最適化,自動運転の技術が実用化されるためには自動運転車両の安全基準の整備が重要です。
飲食店領域においてディープラーニング技術が使われている具体的な例はどれか？,双腕型マルチモーダルロボット,がん治療,音声データ分析,コンクリートひび割れ検出,飲食店領域では双腕型マルチモーダルロボットがディープラーニング技術を使った作業支援に利用されています。
ディープラーニング技術が使用されているインターネット関連サービスとしてどれか？,画像商品検索,タクシー需要予測,講義動画内の先生の声,物流画像判別,ディープラーニング技術が使用されているインターネット関連サービスには画像商品検索が含まれています。
農業領域でのディープラーニング技術の応用事例として挙げられるものはどれか？,ピンポイント農薬散布,医療診断,困っている方動き検知,学習支援,農業領
宇宙探査機ローバー「パーセビアランス」が着陸している天体はどれか？,火星,金星,木星,土星,宇宙探査機ローバー「パーセビアランス」は火星に着陸しています。
物体検出の分野で広く使用されているディープラーニングモデルは何か？,YOLO (You Only Look Once),GAN (Generative Adversarial Network),LSTM (Long Short-Term Memory),CNN (Convolutional Neural Network),物体検出の分野ではYOLO (You Only Look Once)が広く使用されています。
量子コンピュータにおいて、古典コンピュータと比較して特に得意な分野は何か？,素因数分解,文字列検索,画像認識,機械学習,量子コンピュータは素因数分解などの特定の問題において得意な分野があります。
人工知能の学習方法で、「強化学習」に該当するものはどれか？,報酬に基づいた学習,教師あり学習,教師なし学習,半教師あり学習,強化学習は報酬に基づいた学習の一形態です。
国際宇宙ステーション（ISS）の建設に協力した日本の宇宙機関は何か？,JAXA (宇宙航空研究開発機構),NASA (National Aeronautics and Space Administration),ESA (European Space Agency),ISRO (Indian Space Research Organisation),国際宇宙ステーション（ISS）の建設にはJAXAが協力しています。
AIにおいて、教師あり学習で使用されるデータは何か？,入力データと対応する正解デ及び教師データータ,過去の経験から導き出されるデータ,システムが獲得した知識,人間の感情データ,教師あり学習で使用されるデータは入力データと対応する正解データまたは教師データです。
日本の伝統的な書道で使用される筆の毛の部分は何か？,毛先,固定部,柄,枠,日本の伝統的な書道で使用される筆の毛の部分は「毛先」です。
音声合成技術において、人間の声を記録し再生するための合成手法は何か？,クローン音声,エコー音声,ホログラム音声,ディストーション音声,音声合成技術において人間の声を記録し再生するための合成手法は「クローン音声」です。
ものづくり領域での自動車ギヤの不良品検出に使われる手法は何か？,良品を学習して不良品を検知する,予兆検知・予防保全,ばら積みピッキング,不良品検出,ものづくり領域でのアプローチは良品を学習し、不良品を検知することです。
予防保全分野でのディープラーニングの活用例は何か？,射出成型機の予防保全,自動車ギヤの不良品検出,ばら積みピッキング,不良品検出,予防保全分野では射出成型機の安定した生産を目指してディープラーニングが活用されています。
ばら積みピッキングで使われるアプローチは何か？,ディープラーニング,予兆検知・予防保全,不良品検出,良品を学習して不良品を検知する,ばら積みピッキングではディープラーニングが複雑なタスクを教示なしで実現するアプローチとして活用されています。
食品製造ラインでの不良品検出においてディープラーニングが利用されている例は何か？,個体ごとの揺らぎが大きい食品原料,検査工程での異音検知,音響解析,加工制御最適化,食品製造ラインでは個体ごとの揺らぎが大きい食品原料においてもディープラーニングが活用されています。
ディープラーニングが医療領域で活用されている例として説明されている領域はどれか？,診断支援,介護サポート,インフラメンテナンス効率化,自動運転,ディープラーニングは医療領域で診断支援や介護サポートに活用されています。
